	subject_id	predicate_id	object_id	subject	object	predicate
23	http://purl.obolibrary.org/obo/CHMO_0000063	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000050	bioluminescence resonance energy transfer	bioluminescence	subClassOf
30	http://www.bioassayontology.org/bao#BAO_0003003	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000042	cytokine secretion assay	Cue Signal Response assay	subClassOf
31	http://www.bioassayontology.org/bao#BAO_0003005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003004	phosphorylation assay	posttranslation modification assay	subClassOf
32	http://www.bioassayontology.org/bao#BAO_0003005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000042	phosphorylation assay	Cue Signal Response assay	subClassOf
34	http://purl.obolibrary.org/obo/OBI_0003583	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	cell viability assay	bioassay	subClassOf
37	http://purl.obolibrary.org/obo/OBI_0002082	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010044	reporter gene assay	targeted transcriptional assay	subClassOf
39	http://purl.obolibrary.org/obo/MMO_0000656	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000655	quantitative reverse transcription polymerase chain reaction assay	reverse transcription polymerase chain reaction assay	subClassOf
40	http://purl.obolibrary.org/obo/MMO_0000575	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002753	computational method	assay method component	subClassOf
41	http://purl.obolibrary.org/obo/MMO_0000496	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000448	histology	morphology assessment method	subClassOf
45	http://www.bioassayontology.org/bao#BAO_0000649	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000379	calcium redistribution assay	second messenger redistribution assay	subClassOf
46	http://www.bioassayontology.org/bao#BAO_0000649	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000819	calcium redistribution assay	ion redistribution assay	subClassOf
51	http://purl.obolibrary.org/obo/OBI_0001146	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	binding assay	bioassay	subClassOf
70	http://purl.obolibrary.org/obo/CHMO_0000701	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040031	liquid chromatography-tandem mass spectrometry	size separation method	subClassOf
99	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002245	Clustal sequence alignment	multiple sequence alignment	subClassOf
100	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002239	Clustal sequence alignment	progressive system alignment	subClassOf
160	http://www.bioassayontology.org/bao#BAO_0002305	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000575	quantitative structure activity relationship analysis	computational method	subClassOf
161	http://www.bioassayontology.org/bao#BAO_0002305	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002410	quantitative structure activity relationship analysis	structure activity relationship analysis	subClassOf
166	http://purl.obolibrary.org/obo/OBI_0001148	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002431	gene knock out	gene expression modulation method	subClassOf
194	http://www.bioassayontology.org/bao#BAO_0002460	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002462	sulforhodamine B staining	colorimetric protein staining method	subClassOf
195	http://www.bioassayontology.org/bao#BAO_0002460	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002455	sulforhodamine B staining	colorimetric cell staining method	subClassOf
198	http://purl.obolibrary.org/obo/MMO_0000426	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002462	Bradford protein assay	colorimetric protein staining method	subClassOf
201	http://www.bioassayontology.org/bao#BAO_0002461	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002481	trypan blue cell staining	dye exclusion method	subClassOf
202	http://www.bioassayontology.org/bao#BAO_0002461	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002455	trypan blue cell staining	colorimetric cell staining method	subClassOf
206	http://purl.obolibrary.org/obo/OBI_0003369	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003112	assay kit	assay bioassay component	subClassOf
211	http://www.bioassayontology.org/bao#BAO_0000245	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002155	transfection method	silencing RNA delivery method	subClassOf
212	http://www.bioassayontology.org/bao#BAO_0000245	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000241	transfection method	genetic modification method	subClassOf
219	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003583	MEMA cell growth assay	cell viability assay	subClassOf
220	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002991	MEMA cell growth assay	cell morphology assay	subClassOf
221	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002100	MEMA cell growth assay	cell growth assay	subClassOf
230	http://purl.obolibrary.org/obo/CHMO_0000064	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence resonance energy transfer	fluorescence detection	subClassOf
232	http://purl.obolibrary.org/obo/MMO_0000617	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	flow cytometry method	fluorescence detection	subClassOf
262	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010080	TRUPath	Heterotrimeric G-protein dissassociation assay	subClassOf
263	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010077	TRUPath	GPCR Signaling	subClassOf
264	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002990	TRUPath	protein-protein interaction assay	subClassOf
280	http://www.bioassayontology.org/bao#BAO_0002198	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002429	delivery method	assay supporting method	subClassOf
314	http://purl.obolibrary.org/obo/CHMO_0000120	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	scanning near-field optical microscopy	optical microscopy	subClassOf
317	http://www.bioassayontology.org/bao#BAO_0002513	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	vibrational spectroscopic imaging	optical microscopy	subClassOf
321	http://purl.obolibrary.org/obo/CHMO_0002177	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	dark-field microscopy	optical microscopy	subClassOf
323	http://purl.obolibrary.org/obo/CHMO_0000107	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	differential interference contrast microscopy	optical microscopy	subClassOf
338	http://purl.obolibrary.org/obo/OBI_0002964	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	KiNativ assay	binding assay	subClassOf
352	http://www.bioassayontology.org/bao#BAO_0040021	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002202	in vivo assay method	assay design method	subClassOf
377	http://purl.obolibrary.org/obo/MMO_0000073	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000466	radioimmunoassay	ex situ immunoassay	subClassOf
393	http://purl.obolibrary.org/obo/CHMO_0000094	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	total internal reflection fluorescence microscopy	fluorescence microscopy	subClassOf
407	http://purl.obolibrary.org/obo/CHMO_0002536	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002413	volumetric titration	titration method	subClassOf
409	http://www.bioassayontology.org/bao#BAO_0002450	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002445	nucleic acid amplification method	genotyping method	subClassOf
410	http://www.bioassayontology.org/bao#BAO_0002450	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003034	nucleic acid amplification method	nucleic acid identification and quantitation method	subClassOf
426	http://purl.obolibrary.org/obo/CHMO_0000104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	bright-field microscopy	optical microscopy	subClassOf
428	http://purl.obolibrary.org/obo/CHMO_0001077	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000427	quartz crystal microbalance	label free method	subClassOf
